idade,gênero,imc,filhos,fumante,região,encargos
37,masculino,26.02364188581701,2,não,sudeste,27796.44307586891
45,feminino,32.98184181040608,2,não,sudeste,12134.015059952406
64,masculino,28.8283925147729,1,não,sudoeste,45326.15251343217
24,masculino,22.008055027009508,1,não,sudeste,10804.529103031678
61,feminino,19.882902280600355,2,não,sudeste,4536.819982665786
25,masculino,33.86791633119333,0,não,sudeste,18192.554428949465
64,masculino,20.60756117614989,3,não,sudoeste,32445.853198071003
52,feminino,30.479300022739505,2,não,sudeste,46716.566011330826
31,feminino,26.429441791257904,3,não,sudoeste,15913.835598662368
34,masculino,20.381111506619774,0,não,norte,35329.76194872103
53,feminino,31.203145329034903,2,não,sudeste,51705.343255726024
57,feminino,33.376237114597046,0,não,nordeste,23111.65682930259
21,masculino,20.065612326873516,2,não,nordeste,39572.79030221753
19,masculino,19.140510077365217,0,não,nordeste,17118.907097061325
23,masculino,32.44744917233071,0,não,norte,24114.332031666196
59,masculino,26.516208462202655,2,não,sudeste,38492.01392929813
21,masculino,29.46709936945973,0,não,norte,44664.702778334045
46,masculino,25.505165733123455,3,não,sudeste,10975.214800589421
35,feminino,25.01128035938723,3,não,norte,17431.163911349646
43,masculino,23.094205298775606,1,não,sudoeste,45505.902762282996
61,feminino,27.56977864751638,1,não,norte,43630.94419659441
51,feminino,20.716734430997924,3,não,nordeste,11814.02768175756
27,masculino,30.192923085384752,1,não,nordeste,25832.92188798587
53,feminino,27.34030573741837,1,não,sudeste,20364.971755992607
31,masculino,32.407854382708535,1,não,sudeste,25483.46642532915
48,feminino,33.65723988299022,0,não,sudoeste,32266.89995869384
32,feminino,33.30997498287525,3,não,sudeste,10969.797051727412
25,feminino,28.220925548441784,2,não,sudoeste,24477.0492979688
31,feminino,23.4184831866806,3,não,sudeste,36994.97383289429
40,feminino,24.071883898080827,3,sim,sudoeste,17790.639448871567
57,feminino,29.093113092410164,1,não,norte,39267.05712639404
38,masculino,30.103440720505915,1,não,norte,12587.969089969785
33,feminino,20.74185409584412,2,não,sudeste,46928.08680657457
62,masculino,34.965138724118816,3,sim,sudoeste,48868.53539636837
35,masculino,19.82755268327295,0,sim,sudoeste,50522.79513187046
64,feminino,28.320568034277546,0,não,norte,48558.15695217503
41,feminino,27.02740280304601,2,não,sudoeste,16960.264316237466
43,feminino,28.04679902376683,2,não,sudoeste,4495.575973268669
42,masculino,27.0740026791482,0,não,norte,41675.21036957326
62,feminino,18.984472088888676,0,não,norte,23361.633157715678
58,masculino,34.930732124614224,0,não,sudoeste,48970.30432352132
46,feminino,34.6817096995249,0,não,sudeste,12631.019452048256
32,feminino,26.913983091082535,0,não,sudoeste,42737.611310522654
62,masculino,21.54193125169887,3,não,norte,37665.13930736525
18,feminino,21.11001551718514,3,não,sudoeste,31892.506204808837
42,masculino,18.96982504727823,0,não,norte,17109.101884662086
24,feminino,28.401602235249797,0,não,nordeste,46493.0733428632
26,feminino,26.130021354131816,3,não,norte,50251.573885377686
41,feminino,25.077300321663714,1,não,sudeste,34191.176919161466
18,feminino,26.928626799341643,3,sim,sudeste,13877.359277607411
61,feminino,32.83849975490484,0,não,sudoeste,28802.843799362476
25,masculino,19.20221707231344,2,sim,nordeste,21568.289084531352
41,masculino,27.249517547787704,0,não,sudeste,14670.788962203515
28,masculino,29.917287214714044,1,não,nordeste,43257.734675081
34,masculino,34.50170987568984,0,não,norte,45348.28511322436
25,masculino,30.574766608934866,1,sim,sudoeste,24652.35318340069
52,feminino,27.317947234619297,1,não,nordeste,27809.606919665282
52,feminino,31.035068271791168,1,não,norte,28072.959584936383
50,feminino,34.9499898639443,3,não,norte,31636.800784984163
22,feminino,33.10848405395191,3,não,nordeste,32856.98973532286
59,feminino,19.514636793576354,1,não,sudeste,24998.037668585355
56,masculino,27.772075156393477,1,sim,sudoeste,37803.42718686001
58,masculino,31.370060647086795,0,sim,sudoeste,49882.86417037163
45,masculino,29.42188320348278,0,sim,nordeste,31935.18552692535
24,masculino,25.08845366762977,3,não,nordeste,25791.44977783857
26,masculino,23.48155436345842,3,não,nordeste,15105.006976364653
25,feminino,28.65908388811785,1,não,norte,26521.650991650757
29,feminino,25.010268338870915,3,não,nordeste,40957.367119038514
51,feminino,24.663958045196672,1,não,nordeste,46343.3425036649
50,feminino,32.224611052889266,3,não,nordeste,12315.816872578733
40,masculino,23.366142194149884,2,não,nordeste,22176.101063654514
41,masculino,28.96370692973298,3,não,sudoeste,44844.40520450194
54,feminino,32.84836844621997,3,sim,norte,53273.31290662572
52,feminino,28.57012253732806,1,não,sudeste,4164.746816950319
61,feminino,26.377385329365737,2,não,norte,7213.170502256391
57,feminino,18.600145970736428,0,não,sudeste,21858.715723016932
39,feminino,29.5867334243694,3,sim,sudeste,15445.168170830233
44,feminino,34.95794246381098,2,não,sudoeste,37304.92892174858
52,masculino,31.743319406206638,0,não,sudeste,46329.77380875877
18,masculino,28.78592516802466,2,não,norte,41728.164373361906
52,masculino,25.975456534857962,2,não,sudoeste,13173.861070629215
54,masculino,21.813511350965392,0,sim,norte,52589.648088057635
64,feminino,29.765856379974487,0,não,nordeste,7661.809902743498
31,feminino,21.014132597704997,1,sim,norte,24561.353321887396
20,feminino,33.07982366073762,1,sim,nordeste,14720.79532419784
18,feminino,24.017805983244813,1,não,nordeste,29633.17007582491
22,masculino,24.796538960695393,2,não,norte,8458.71022732124
43,feminino,21.672707367952597,3,não,sudoeste,39805.214758909
31,feminino,26.188259973884087,3,não,norte,39244.00827018119
56,masculino,29.56772633258865,3,sim,norte,54189.69575224511
44,feminino,23.147245894053505,0,não,nordeste,9579.352378521498
26,masculino,29.931239107781895,3,não,sudeste,33928.64964824728
32,feminino,28.54989763831818,0,não,nordeste,28590.836868761166
32,masculino,24.33060065507586,2,sim,nordeste,22749.3476358408
43,masculino,23.317671590852193,2,sim,norte,52913.810868911176
59,feminino,32.64259899911567,2,não,sudeste,48935.93610663434
30,feminino,18.20289515373136,1,não,nordeste,42079.96427090966
49,masculino,30.17039710320377,3,não,norte,45760.45715248109
56,feminino,25.09331571580994,2,não,norte,22564.874320742405
49,masculino,30.20076012845102,0,não,nordeste,11331.13645450207
21,feminino,26.62772139690147,1,não,nordeste,41689.180379485784
47,masculino,19.425630835272997,1,sim,norte,23726.036778849473
54,feminino,34.694889940016225,3,não,sudoeste,8421.838382938568
40,masculino,19.46277420414409,2,não,norte,39852.36414566055
56,masculino,20.693392417117405,3,sim,sudeste,13605.088824399741
62,feminino,25.145699768705285,2,não,sudeste,43544.40310363528
32,feminino,34.05859754193234,3,não,sudoeste,14447.63388599729
60,masculino,22.982228021771412,3,não,sudeste,19785.854380947203
46,masculino,27.66725639004839,1,sim,sudeste,39163.57175960272
53,masculino,26.864419696048664,1,não,nordeste,13106.452881638093
30,feminino,23.612507861669933,2,não,sudoeste,22764.88787944163
49,masculino,29.837651376273243,1,não,sudoeste,9108.605770505692
24,masculino,26.524859622000946,1,sim,sudeste,15017.006420890939
39,feminino,27.830872672356765,0,não,sudeste,41652.072745526166
45,masculino,21.572642161825613,2,sim,nordeste,41408.546229893065
19,feminino,33.75133402996939,3,não,norte,32103.855030226216
59,masculino,19.879707864267793,3,não,nordeste,41333.38343182181
62,feminino,29.734576908734322,3,não,norte,47695.90311549784
23,feminino,33.0602338799368,0,não,sudoeste,37143.52649124189
45,feminino,19.42835107423417,1,não,norte,46947.77588185538
45,feminino,18.48878440273345,1,não,norte,6917.9223251448575
61,feminino,23.663613667676717,3,não,sudoeste,18900.157191008355
61,feminino,31.429114865544953,3,não,norte,34393.71496348895
37,masculino,30.19523079756527,3,não,sudoeste,17058.71039186362
47,feminino,31.976670452628582,0,sim,nordeste,40734.00069985728
28,masculino,24.757475265651664,3,sim,nordeste,52669.68422181454
45,feminino,34.893903311652,1,sim,norte,22746.44709477833
42,feminino,24.22380378534521,0,não,sudoeste,33945.309814252265
56,masculino,31.69151442315372,3,sim,sudoeste,50284.549986435486
50,feminino,23.96370917476745,1,não,sudeste,28770.56008539977
18,masculino,21.713544113678687,2,não,sudeste,48643.91724001241
44,masculino,23.723374242050077,0,não,sudeste,14865.69813032861
30,masculino,21.275521996208518,1,não,sudoeste,19383.599524079902
58,feminino,20.19488031181221,1,não,nordeste,3940.1455177689018
20,masculino,24.187386425521712,1,não,norte,11840.75542998679
56,masculino,20.495501153219973,1,não,sudoeste,10378.039591096025
23,masculino,26.53958928610209,0,sim,nordeste,43758.14447979803
25,feminino,18.60200784524551,0,não,nordeste,30358.890836198672
44,feminino,25.33257188836318,2,sim,sudeste,52904.23555051491
26,feminino,34.286093863862185,0,não,sudeste,6846.73333521811
54,feminino,24.100363505027744,0,não,sudoeste,34644.87046312327
50,feminino,20.33990265503118,3,não,norte,5916.805682317696
59,masculino,23.18834441618819,2,sim,nordeste,29597.518270951863
61,masculino,31.45172452666491,2,não,sudeste,31302.62672096981
41,masculino,23.332204630105622,3,não,sudoeste,30647.955949778705
32,masculino,24.51943092812562,3,não,norte,15111.660087022286
49,feminino,31.4093707809278,1,sim,sudeste,37499.06796908833
49,feminino,22.429528400684116,2,não,norte,33910.5261593505
41,feminino,26.130941566761468,0,não,sudeste,49488.31834211113
58,feminino,19.07386256761784,1,não,nordeste,39386.67184763713
29,masculino,20.95919989925796,3,não,sudeste,31677.385123354103
56,masculino,21.560604250682058,1,não,nordeste,5566.2774957471365
19,masculino,25.880887138038872,0,não,norte,47163.73391117038
20,feminino,31.956666458583747,0,não,sudeste,12545.99606209396
54,masculino,24.026672735149194,3,não,sudeste,12746.174404613364
34,masculino,24.468291884079793,1,não,norte,37103.806886648104
19,feminino,23.11708950845692,1,não,sudoeste,35716.12328362747
19,feminino,23.44834793044221,0,não,nordeste,41534.589512506514
45,masculino,24.859574806391997,1,não,sudoeste,29341.06640234199
40,feminino,33.28985582510826,1,sim,norte,36042.76725921595
54,masculino,18.41439422076959,0,sim,norte,22349.919109662693
49,masculino,28.61795060508011,3,não,nordeste,43043.0243831478
50,masculino,33.090609385395815,2,não,norte,32255.43782926734
18,masculino,25.088321523445888,1,sim,nordeste,42060.927219332836
36,masculino,29.065531355893278,0,não,sudoeste,19160.187294027633
19,feminino,27.95714785499257,0,não,nordeste,22362.312238202758
61,feminino,23.756735423615808,3,sim,sudeste,11150.419628751375
43,feminino,20.33610339635472,0,sim,nordeste,10710.296636045925
49,masculino,21.73349276489531,1,não,sudoeste,7676.951852014444
23,masculino,18.976567279689018,1,não,sudeste,14929.843806743307
49,feminino,31.000366709519014,3,não,sudoeste,22027.6209831299
21,feminino,27.057721505474348,2,não,norte,17460.88718641036
28,feminino,31.355770751433774,1,sim,sudeste,50817.78299826583
34,masculino,22.93334324017551,0,não,norte,15263.257560604528
55,feminino,31.679426369983464,0,não,nordeste,17243.937887404
41,feminino,23.256474526145237,0,não,nordeste,48305.730454647775
22,masculino,20.06267715720096,3,sim,nordeste,22496.065060481385
51,feminino,27.074782386298295,0,não,nordeste,8446.418246260253
23,feminino,34.070024489543,2,não,sudoeste,14794.576755764394
39,masculino,25.04469883354438,3,não,sudeste,23445.813628858945
28,masculino,26.7616071160538,3,sim,sudoeste,35893.24326886142
33,feminino,25.671920001974577,2,não,sudoeste,48067.894146702
50,masculino,25.776391625667145,0,sim,nordeste,21705.13360196991
26,feminino,21.644040070205115,3,não,sudoeste,41109.51192911056
23,feminino,25.182200303808102,3,não,sudeste,22676.026075529233
33,feminino,26.44731649628692,0,sim,sudoeste,25526.240209117997
46,feminino,30.66259402386244,1,não,sudeste,6132.263918709432
20,masculino,20.377141144056047,1,sim,nordeste,9148.856012002503
37,masculino,27.717436603619504,3,não,sudoeste,14731.209133512773
53,masculino,29.257283101676908,0,sim,sudoeste,40070.854709010375
36,feminino,24.507475158007693,1,não,nordeste,11751.78843504421
43,feminino,27.335794337573635,3,sim,nordeste,48309.98136528507
20,feminino,30.082614876955724,3,não,nordeste,49422.29580691004
36,masculino,25.90672058974384,3,não,norte,45063.09244729272
37,feminino,23.666965651756584,3,não,nordeste,24661.97710533552
49,feminino,32.01995478208278,2,não,nordeste,33755.31158183157
24,feminino,34.80988698052862,3,sim,norte,14805.281708332848
58,masculino,21.68280439750864,1,não,sudeste,44636.33370894225
50,feminino,33.11971070535293,1,não,sudeste,40133.31027081077
57,feminino,27.272290689985624,2,sim,norte,42569.7133071205
56,masculino,25.61469546177576,2,não,nordeste,29770.978319892347
35,masculino,33.18377339891935,0,não,sudoeste,28959.95920760803
57,feminino,33.47576072080669,3,não,sudeste,26083.211232662965
18,feminino,22.63516487663462,2,sim,sudoeste,20041.630031742643
28,masculino,24.0923286163787,3,sim,nordeste,25205.060209892803
45,masculino,32.482712108171725,1,sim,norte,49882.9673381037
42,masculino,26.344017014023567,1,não,sudeste,38353.0961612116
40,feminino,22.89648780329086,2,não,norte,29708.44372786176
48,masculino,34.356990709557266,3,sim,nordeste,39678.337059055484
47,feminino,21.689647412353334,0,não,sudeste,19162.387975575133
59,masculino,28.375732586782206,1,sim,sudeste,28581.393536555035
52,feminino,25.274579143469996,1,não,sudoeste,42323.66191769755
24,feminino,25.672126347476294,3,não,norte,45597.84639695142
33,masculino,19.801798919564664,0,não,sudoeste,2516.821726827327
43,masculino,22.371351191471614,0,sim,sudoeste,30336.69287639107
19,feminino,20.83895057916488,0,não,sudoeste,6039.276965762877
18,masculino,30.74362278968089,3,não,sudeste,25492.298650530232
29,feminino,29.861654783147486,0,não,nordeste,12546.840149179934
22,feminino,31.499767082598403,2,não,nordeste,41128.82650307961
54,masculino,29.887468956544524,2,não,norte,34722.30181426974
49,feminino,20.188076931897672,2,não,nordeste,44211.699415969124
26,masculino,34.63606366412345,0,não,nordeste,40522.48367515614
58,feminino,21.204785676279524,2,não,nordeste,49326.30610214139
52,feminino,23.957644364420098,0,não,sudoeste,17821.30121430731
36,masculino,30.016913459335836,3,não,sudeste,16384.983227472563
33,feminino,20.38763177975774,1,não,sudeste,50233.08889822529
20,feminino,20.898605484961813,3,não,sudeste,47490.97012578763
37,feminino,32.90177744972236,3,não,nordeste,32899.1052284665
41,masculino,23.644254150653634,0,não,norte,22782.555670281596
50,masculino,29.31493217324052,0,não,sudoeste,21097.627209907354
41,feminino,32.59872436108366,3,não,sudoeste,17193.094497031216
28,feminino,34.544412392861005,3,sim,nordeste,42518.59770297852
25,feminino,21.574856744463855,3,sim,sudeste,32547.315919395758
53,masculino,20.08977791362191,2,não,sudoeste,4259.3740940829175
55,feminino,30.592528078988476,1,não,sudeste,33545.30779821159
57,feminino,21.199431032648405,1,não,nordeste,10076.407501807887
37,masculino,27.863233445738704,3,sim,sudoeste,41685.1868173835
52,masculino,27.054967844009482,2,não,norte,28825.642194438024
42,feminino,27.518696104058925,0,sim,norte,32222.011155420965
52,masculino,29.046478285757438,0,não,sudoeste,8249.954672505362
42,feminino,32.46516529235278,2,não,nordeste,16907.538681466092
46,masculino,22.62090740107187,0,não,norte,4550.717881179838
35,masculino,27.439136747082888,1,sim,nordeste,48029.14417612944
63,masculino,23.723645440897716,0,não,sudeste,17150.800518904787
35,masculino,23.418478739452652,1,não,norte,32339.80609122878
19,feminino,18.347132350515093,3,não,nordeste,10291.827777597586
52,feminino,28.189841530883402,1,não,nordeste,33211.67718520843
33,masculino,34.53259451645157,1,não,sudeste,51673.02115390405
58,feminino,30.941357591825508,1,não,sudeste,16910.58437349649
53,feminino,22.12749170392022,1,não,norte,6141.659863843464
50,feminino,30.17412195373112,2,não,sudeste,33749.38381597007
21,masculino,23.05419284880091,2,não,norte,12884.430590035514
50,masculino,30.812038975403183,0,não,nordeste,29757.30942868747
31,feminino,32.53385019497408,1,não,norte,28800.32331412694
38,feminino,23.683600714325454,0,não,sudeste,7983.779593200724
37,feminino,18.037175534259557,1,não,sudeste,32819.193827066054
25,feminino,23.185297011068187,3,sim,norte,54132.75795393109
24,masculino,21.49955843148057,1,sim,sudeste,36585.31811697052
20,feminino,28.516447878923856,3,sim,sudoeste,24846.278658409137
34,feminino,22.93123901929834,1,sim,sudeste,54319.043544723
50,feminino,18.61278706822387,2,não,sudoeste,36392.58386693533
29,feminino,27.032687842539247,2,não,nordeste,14938.670140767232
39,feminino,32.86965647515665,1,não,nordeste,36537.56582800002
39,masculino,25.672763244061812,0,não,norte,7555.655874016241
63,masculino,24.3970570036154,1,não,sudeste,29193.43662047235
47,masculino,21.03477703830137,0,não,norte,26960.714909064594
55,masculino,24.585498410390485,3,não,sudoeste,21937.98835370525
55,masculino,23.625622413727083,3,sim,sudoeste,55704.43354732275
62,feminino,34.91369051788904,3,não,sudeste,36754.310677448535
25,masculino,18.517981586300923,2,não,nordeste,22480.53034177899
44,masculino,22.060422415149297,2,não,sudeste,37960.431250302005
44,masculino,19.166692875265582,1,não,sudeste,13536.438034158431
51,feminino,32.576111296151694,0,sim,norte,11198.836075626521
38,feminino,25.09425982422821,1,não,sudeste,39214.67593617097
47,feminino,31.536585827569287,0,não,norte,43012.0282024204
50,feminino,29.76661960818047,2,não,norte,16873.322903679444
45,masculino,33.776536877030374,2,sim,sudeste,49333.18331479595
64,masculino,18.40399210967533,1,sim,nordeste,31429.121206146712
50,masculino,21.52486217725183,1,não,sudoeste,48564.49943834414
22,feminino,29.93455747110942,3,sim,nordeste,23544.006534025946
36,masculino,27.94880436248817,2,não,norte,29361.002199918712
21,masculino,29.809224248662808,3,sim,norte,37726.96121428249
52,feminino,27.78315531733515,3,não,norte,6983.337419643993
34,feminino,27.877360629219147,1,sim,sudeste,20796.240317175572
61,masculino,33.8537584588524,1,não,norte,30658.018283053345
45,masculino,33.66196795225697,1,sim,sudeste,34347.28947067065
47,masculino,18.645943464192392,1,não,sudoeste,30676.46135362189
46,masculino,25.032365021711428,2,não,nordeste,9318.30127018475
63,masculino,26.67970056991993,2,não,nordeste,12016.511060000748
23,masculino,24.084376111724517,0,sim,nordeste,17000.07221281535
52,feminino,18.842493134989432,1,não,nordeste,11275.607350508846
58,feminino,26.029071692779063,3,não,nordeste,34160.849087192684
54,masculino,34.58683846464491,3,sim,norte,23355.166835526965
41,feminino,19.227591769625253,3,não,sudoeste,42255.71470331323
46,masculino,31.88353325154899,3,sim,norte,29662.35055226169
63,masculino,21.32609367337379,1,não,sudoeste,34783.306957339424
48,feminino,27.805514039935545,3,não,norte,22432.863629719737
52,feminino,24.579521965937182,3,sim,nordeste,53828.653350621025
50,masculino,23.933140344507837,2,não,sudoeste,15262.450392783805
38,feminino,32.79703126344779,2,não,norte,45552.90280541288
49,masculino,34.549070784741005,1,não,sudeste,22558.216419799126
40,feminino,24.573341030305045,0,não,sudoeste,43407.15884439923
50,masculino,28.887537336616717,2,não,sudoeste,9825.033545616283
20,feminino,27.459033741066662,3,não,sudoeste,13548.655919848467
35,masculino,19.307667231613586,0,não,sudeste,21396.231648580768
42,feminino,18.699735158169528,3,não,sudeste,5607.302246142007
59,feminino,31.147883786909613,1,não,norte,19856.85143537875
48,feminino,24.70708232832494,0,não,sudeste,36802.84411508583
20,masculino,23.22876044829143,2,não,sudoeste,44056.99389951069
57,feminino,34.75490702674453,1,não,nordeste,39421.718413658054
63,feminino,19.44890997004808,3,não,norte,27560.20243854363
41,masculino,22.57406338077577,1,não,nordeste,7425.742127892282
49,masculino,32.56562843375683,1,não,sudeste,21567.544822811546
64,feminino,25.05497888534044,0,não,nordeste,20878.612805432345
39,feminino,27.932200677696255,0,não,sudoeste,20013.68384841566
40,feminino,18.82249696315279,1,não,nordeste,37484.604057578
19,feminino,33.64496236714318,3,não,norte,9179.200561649086
44,masculino,20.327618312534504,2,não,norte,14704.249996041432
59,feminino,21.627223635207457,1,não,sudoeste,45850.57740851201
19,masculino,20.665535664587676,0,não,nordeste,19693.07036631117
43,masculino,26.457509331812652,3,não,sudoeste,40370.113496700316
34,feminino,31.886515817840596,3,não,norte,26359.88707676543
57,masculino,22.537687956985028,1,não,sudoeste,27482.096831361265
50,feminino,20.419447501309037,2,não,sudeste,47648.78847668683
26,masculino,24.96866777425711,0,não,norte,13461.171226720551
60,masculino,34.688136414320255,0,não,norte,45063.60689342524
56,masculino,18.187987340006423,1,sim,norte,14900.78227456418
46,feminino,26.5679651989238,1,sim,sudeste,34434.492386334954
59,masculino,29.37925814305553,3,não,nordeste,33044.56269415487
43,masculino,31.714252836145146,3,não,sudoeste,31478.81567586673
52,masculino,30.68524408657887,3,sim,norte,27158.799517912717
42,masculino,19.26526992755612,0,sim,nordeste,44832.89019788706
41,masculino,25.851797565938277,2,não,sudeste,38367.57719260144
30,masculino,19.33874284997599,3,não,nordeste,24962.95722619959
24,feminino,28.537540471297834,1,não,sudeste,45236.211204267966
53,masculino,19.309536335573263,3,não,nordeste,15127.867171842088
62,masculino,18.82305173411318,1,não,norte,26062.391924071282
37,feminino,23.20247845528683,3,não,sudoeste,12238.012947704028
18,masculino,33.96014110927064,0,não,nordeste,43772.66663308806
25,masculino,30.06994108460891,2,não,norte,15504.53891548195
63,feminino,18.068441721314528,0,não,nordeste,15949.537363278929
33,feminino,22.840376059073268,2,não,nordeste,25297.87016160039
31,masculino,18.297464222949028,0,sim,norte,18435.76941434583
29,masculino,23.003286006718433,0,não,norte,25921.133067766787
40,masculino,29.65336699237265,3,não,nordeste,41008.189058013486
32,masculino,30.916237418571868,3,não,sudoeste,29363.168784466354
45,feminino,31.669832731554447,3,não,sudeste,7242.09712763321
51,masculino,33.46983164520545,2,não,norte,7102.068896160259
19,feminino,24.218484996647454,0,não,nordeste,41057.693456367626
49,masculino,32.66416118824924,1,não,norte,47055.27358659316
40,feminino,30.370368395041908,1,não,sudoeste,44263.39021328987
39,masculino,27.14184942896271,1,sim,sudoeste,53705.46163884477
42,feminino,34.22872292338444,1,não,norte,31567.14419204861
39,feminino,34.111595858591855,3,não,nordeste,5239.978656596496
39,feminino,33.25927277593003,2,não,sudoeste,47725.75581566376
59,feminino,21.437864475236307,3,não,sudoeste,10219.857349095415
23,feminino,21.534074731498695,0,não,sudeste,22402.949103287116
32,masculino,33.31705017930712,2,não,sudeste,45748.32599040328
60,masculino,24.7645235653144,1,não,norte,12701.313103475779
54,masculino,31.55655242333841,3,não,sudoeste,36644.03920464074
50,feminino,29.677990537884774,3,sim,sudoeste,56361.178460966825
25,feminino,30.96006547116483,0,não,sudoeste,19991.377852809343
61,masculino,18.446655157627244,3,não,norte,14962.84650179569
61,feminino,25.30927099675861,0,não,sudeste,28178.769769227518
22,feminino,32.5705895980516,2,não,nordeste,40972.09277689092
56,feminino,26.32873595222219,2,não,nordeste,20136.485162648707
21,feminino,29.732276612339344,2,não,sudoeste,31721.5162127013
23,masculino,30.851182350059414,1,não,norte,10560.60572554254
62,masculino,20.05289246851443,0,não,sudoeste,35110.0504957259
49,masculino,20.64767466021751,2,não,sudoeste,9053.024494121422
47,feminino,30.317411503297404,2,sim,sudoeste,27462.55253973823
64,masculino,18.92769935090428,2,não,sudoeste,37148.897739985965
52,feminino,23.812220417369588,3,não,sudoeste,8671.614843826444
57,masculino,33.6074211226812,1,não,nordeste,33500.094467582894
33,masculino,27.764049328621667,1,não,nordeste,42077.81677308872
30,feminino,33.47813538266359,0,não,nordeste,52731.27311698178
59,masculino,23.26007967506641,3,não,nordeste,49818.42315152234
47,feminino,28.822648955330646,3,sim,norte,19055.528633093345
36,masculino,22.874627130540674,1,não,norte,42446.34697192626
34,masculino,19.889070556345285,1,sim,norte,8201.644697557624
36,masculino,34.841820347119295,2,não,nordeste,52971.73087705031
45,masculino,20.995946540674378,0,não,nordeste,36941.06432716186
43,masculino,21.204203432480234,3,não,sudeste,22015.75438177309
54,masculino,32.3126122715498,0,não,sudeste,46377.31910556397
43,feminino,31.638028751350355,2,sim,sudoeste,44429.777997620185
40,masculino,34.62310769445908,0,não,sudoeste,39779.03393605551
26,masculino,19.219648262577383,2,não,sudeste,40714.66442642201
29,feminino,19.60013507573534,3,não,norte,5918.545326120837
18,feminino,25.628137916587896,0,não,sudeste,15383.192270026146
18,masculino,28.05970633504927,3,não,sudeste,16675.69631280239
64,masculino,18.646496110070235,2,sim,sudoeste,19910.91317190747
51,feminino,20.69262653228556,2,não,nordeste,13469.760795832513
49,masculino,29.9567028663324,0,sim,sudoeste,35559.2047671104
42,masculino,29.36517615043067,3,não,nordeste,39947.960712468186
57,masculino,19.524665460990974,1,não,norte,36500.03805205119
62,feminino,33.83832514817371,2,não,nordeste,49205.75931932777
18,masculino,22.330984685579217,3,não,norte,37520.85291211332
33,feminino,33.08292099011229,3,não,sudeste,37591.97370147425
56,masculino,33.69079889957931,3,sim,norte,26848.22306285502
22,feminino,26.331185079991613,1,sim,norte,50546.69963222328
39,feminino,25.003430648610316,2,sim,sudoeste,27297.721165682826
46,masculino,22.72832990803484,1,não,norte,17156.126006165032
